ID,Date,Variety,Ripe,Part-ripe,Unripe,Flower,Fruit-width,Fruit-height,Mass,Yield/plant,Crop-composition,Plant-height,ExG
AA11,20250506,Falco,0,0,10,5,[],[],[],0.0,0.0,221.0,37.21189960736204
AA11,20250516,Falco,0,0,19,0,[],[],[],0.0,0.0,319.0,37.27915861776224
AA11,20250518,Falco,0,0,20,4,[],[],[],0.0,0.0,349.0,35.80255381844853
AA11,20250520,Falco,1,0,9,3,[59.0],[55.0],[109267.70790456783],109267.70790456784,0.0769230769230769,367.0,37.359857041069446
AA11,20250522,Falco,0,0,10,0,[],[],[],0.0,0.0,407.0,33.60516404162021
AA11,20250524,Falco,0,1,7,0,[],[],[],0.0,0.0,394.0,30.216718357766204
AA11,20250526,Falco,0,1,5,0,[],[],[],0.0,0.0,320.0,30.62267869221208
AA11,20250528,Falco,0,1,3,0,[],[],[],0.0,0.0,748.0,48.45421903368248
AA11,20250601,Falco,1,1,0,0,[59.0],[62.0],[123174.5070924219],123174.5070924219,0.5,717.0,34.353897316826064
AA11,20250607,Falco,0,0,0,0,[],[],[],0.0,,838.0,52.098635890253504
AA11,20250609,Falco,0,0,0,0,[],[],[],0.0,,809.0,44.36862050517029
AA11,20250611,Falco,2,0,0,0,"[48.0, 40.0]","[48.0, 51.0]","[63117.361012154106, 46570.969496815094]",109688.3305089692,1.0,850.0,57.41522283124101
AA11,20250615,Falco,0,0,0,0,[],[],[],0.0,,871.0,51.80818060712106
AA11,20250617,Falco,0,0,0,0,[],[],[],0.0,,864.0,48.778898647169264
AA11,20250618,Falco,0,0,0,0,[],[],[],0.0,,855.0,43.8732729039921
AA11,20250620,Falco,0,0,0,0,[],[],[],0.0,,938.0,54.4795441425288
AA11,20250625,Falco,0,0,0,0,[],[],[],0.0,,906.0,51.43797996699363
AA13,20250506,Falco,0,0,0,1,[],[],[],0.0,0.0,183.0,48.86457545838828
AA13,20250516,Falco,0,0,2,6,[],[],[],0.0,0.0,303.0,38.86462443757726
AA13,20250518,Falco,0,0,6,5,[],[],[],0.0,0.0,325.0,35.41819648789934
AA13,20250520,Falco,0,0,8,7,[],[],[],0.0,0.0,351.0,37.61809052234445
AA13,20250522,Falco,0,0,10,5,[],[],[],0.0,0.0,381.0,33.53216595345551
AA13,20250524,Falco,0,0,12,4,[],[],[],0.0,0.0,397.0,36.37751782042192
AA13,20250526,Falco,0,0,19,6,[],[],[],0.0,0.0,391.0,38.92036266278304
AA13,20250528,Falco,0,0,16,2,[],[],[],0.0,0.0,775.0,53.709871139439606
AA13,20250601,Falco,0,1,13,4,[],[],[],0.0,0.0,813.0,44.39928138346353
AA13,20250607,Falco,2,1,14,4,"[65.0, 81.0]","[64.0, 108.0]","[154323.4087247402, 404407.23203197564]",558730.6407567158,0.0952380952380952,839.0,51.76195191356335
AA13,20250609,Falco,2,0,17,3,"[99.0, 68.0]","[83.0, 57.0]","[464273.1860193338, 150424.23147471278]",614697.4174940465,0.0909090909090909,900.0,57.6889538126778
AA13,20250611,Falco,2,0,10,1,"[68.0, 57.0]","[74.0, 67.0]","[195287.59875664464, 124236.6219727353]",319524.2207293799,0.1538461538461538,928.0,56.99784305209545
AA13,20250615,Falco,0,0,0,0,[],[],[],0.0,,756.0,49.5636471181444
AA13,20250617,Falco,0,0,0,0,[],[],[],0.0,,779.0,35.88152156897715
AA13,20250618,Falco,0,0,0,0,[],[],[],0.0,,775.0,40.94056260811928
AA13,20250620,Falco,0,0,0,0,[],[],[],0.0,,871.0,41.42693694204494
AA13,20250625,Falco,0,0,0,0,[],[],[],0.0,,901.0,49.53140263036243
AA15,20250506,Falco,0,0,0,1,[],[],[],0.0,0.0,171.0,40.28818418074487
AA15,20250516,Falco,0,0,3,0,[],[],[],0.0,0.0,302.0,33.952553228895866
AA15,20250518,Falco,0,0,5,0,[],[],[],0.0,0.0,270.0,38.60252223770191
AA15,20250520,Falco,0,0,8,3,[],[],[],0.0,0.0,281.0,33.467342873475715
AA15,20250522,Falco,0,0,7,2,[],[],[],0.0,0.0,370.0,32.31455917851672
AA15,20250524,Falco,0,0,10,2,[],[],[],0.0,0.0,320.0,36.83647231757044
AA15,20250526,Falco,0,0,8,4,[],[],[],0.0,0.0,205.0,45.07441868410581
AA15,20250528,Falco,0,0,8,3,[],[],[],0.0,0.0,675.0,67.26298760455255
AA15,20250601,Falco,0,0,6,1,[],[],[],0.0,0.0,699.0,49.88778603981366
AA15,20250607,Falco,0,0,9,2,[],[],[],0.0,0.0,798.0,44.71134490384601
AA15,20250609,Falco,0,0,7,0,[],[],[],0.0,0.0,778.0,38.093514380956265
AA15,20250611,Falco,0,0,10,0,[],[],[],0.0,0.0,774.0,57.18238686150141
AA15,20250615,Falco,0,0,5,0,[],[],[],0.0,0.0,802.0,43.882273261326816
AA15,20250617,Falco,0,0,3,0,[],[],[],0.0,0.0,847.0,44.90765185960206
AA15,20250618,Falco,0,1,2,0,[],[],[],0.0,0.0,750.0,47.49460985069314
AA15,20250620,Falco,0,0,2,1,[],[],[],0.0,0.0,828.0,58.13881924161741
AA15,20250625,Falco,2,0,1,0,"[88.0, 83.0]","[64.0, 86.0]","[282859.2845359499, 338126.9260081629]",620986.2105441128,0.6666666666666666,795.0,56.79104298534067
AA17,20250506,Favori,0,0,6,3,[],[],[],0.0,0.0,320.0,42.61313097437709
AA17,20250516,Favori,1,1,7,3,[77.0],[70.0],[236867.02782185253],236867.02782185253,0.0833333333333333,129.0,48.50355847055911
AA17,20250518,Favori,1,1,4,4,[77.0],[80.0],[270705.1746535458],270705.1746535458,0.1,-295.0,45.89786565319317
AA17,20250520,Favori,0,0,1,7,[],[],[],0.0,0.0,442.0,41.32282434228901
AA17,20250522,Favori,0,0,3,5,[],[],[],0.0,0.0,461.0,42.41531583174559
AA17,20250524,Favori,0,0,4,7,[],[],[],0.0,0.0,504.0,40.94346522107138
AA17,20250526,Favori,0,0,2,6,[],[],[],0.0,0.0,433.0,35.61095050920696
AA17,20250528,Favori,0,0,4,3,[],[],[],0.0,0.0,785.0,50.14634718668143
AA17,20250601,Favori,0,0,6,4,[],[],[],0.0,0.0,770.0,67.27852345529996
AA17,20250607,Favori,0,0,10,3,[],[],[],0.0,0.0,684.0,57.16750456666274
AA17,20250609,Favori,0,1,10,3,[],[],[],0.0,0.0,746.0,47.38582833405955
AA17,20250615,Favori,0,0,0,9,[],[],[],0.0,0.0,918.0,61.697400491954895
AA17,20250618,Favori,0,0,1,6,[],[],[],0.0,0.0,923.0,58.585191699380175
AA17,20250620,Favori,0,0,1,9,[],[],[],0.0,0.0,897.0,44.63724007400421
AA17,20250625,Favori,0,0,7,10,[],[],[],0.0,0.0,801.0,50.28899643820448
AA19,20250506,Favori,0,0,5,5,[],[],[],0.0,0.0,394.0,44.7325474926287
AA19,20250516,Favori,0,1,13,1,[],[],[],0.0,0.0,443.0,37.76274735789815
AA19,20250518,Favori,1,0,12,1,[68.0],[65.0],[171536.40431326895],171536.40431326895,0.0714285714285714,421.0,37.14374424399997
AA19,20250520,Favori,0,0,9,2,[],[],[],0.0,0.0,347.0,39.5158428937048
AA19,20250522,Favori,0,0,8,3,[],[],[],0.0,0.0,275.0,39.88496881175289
AA19,20250524,Favori,1,0,8,0,[45.0],[65.0],[75121.37083355745],75121.37083355745,0.1111111111111111,232.0,34.066163885890646
AA19,20250526,Favori,0,0,1,4,[],[],[],0.0,0.0,85.0,41.29013821312292
AA19,20250528,Favori,1,1,0,8,[73.0],[68.0],[206813.91370710635],206813.9137071064,0.1,739.0,60.888040924081054
AA19,20250601,Favori,0,0,1,0,[],[],[],0.0,0.0,679.0,50.54421663916777
AA19,20250607,Favori,0,0,1,2,[],[],[],0.0,0.0,660.0,37.913624749080064
AA19,20250609,Favori,0,0,2,3,[],[],[],0.0,0.0,761.0,35.04370407197828
AA19,20250615,Favori,0,0,1,5,[],[],[],0.0,0.0,857.0,74.60678843284512
AA19,20250618,Favori,0,0,5,13,[],[],[],0.0,0.0,778.0,67.6919977202588
AA19,20250620,Favori,0,0,6,14,[],[],[],0.0,0.0,670.0,66.59362403628921
AA19,20250625,Favori,0,0,9,13,[],[],[],0.0,0.0,945.0,73.37376755707594
AA21,20250506,Favori,0,0,0,5,[],[],[],0.0,0.0,203.0,38.08295064791922
AA21,20250516,Favori,0,0,0,5,[],[],[],0.0,0.0,379.0,45.465700510890535
AA21,20250518,Favori,0,0,2,4,[],[],[],0.0,0.0,407.0,40.52907026365794
AA21,20250520,Favori,0,0,5,4,[],[],[],0.0,0.0,393.0,40.90832260335149
AA21,20250522,Favori,0,0,12,5,[],[],[],0.0,0.0,428.0,40.42962944514566
AA21,20250524,Favori,0,0,16,7,[],[],[],0.0,0.0,361.0,36.35206218517466
AA21,20250526,Favori,0,0,20,3,[],[],[],0.0,0.0,392.0,38.60168237722445
AA21,20250528,Favori,0,0,18,4,[],[],[],0.0,0.0,821.0,47.76278699487077
AA21,20250601,Favori,2,1,12,2,"[56.055850982666016, 60.0]","[90.91474914550781, 55.0]","[163042.7023536279, 113003.08774962487]",276045.79010325274,0.1176470588235294,769.0,48.70509141872117
AA21,20250607,Favori,1,0,2,0,[76.24297332763672],[55.93705749511719],[185577.1011849442],185577.1011849442,0.3333333333333333,877.0,51.927462485761126
AA21,20250609,Favori,3,0,1,0,"[61.0, 47.0, 52.0]","[53.0, 83.0, 54.0]","[112553.92901195337, 104640.28853348721, 83334.64071135971]",300528.85825680033,0.75,759.0,53.2814456111481
AA21,20250615,Favori,0,0,3,1,[],[],[],0.0,0.0,781.0,42.68846262487554
AA21,20250618,Favori,0,0,2,4,[],[],[],0.0,0.0,854.0,42.33001641326752
AA21,20250620,Favori,0,0,0,5,[],[],[],0.0,0.0,848.0,40.76113671646748
AA21,20250625,Favori,0,0,3,15,[],[],[],0.0,0.0,1029.0,57.40613204081632
AA23,20250506,17_100_06,0,0,4,9,[],[],[],0.0,0.0,342.0,47.41507457125209
AA23,20250516,17_100_06,0,0,5,4,[],[],[],0.0,0.0,396.0,34.40190342662191
AA23,20250518,17_100_06,0,0,6,4,[],[],[],0.0,0.0,390.0,35.68648730975589
AA23,20250520,17_100_06,0,2,2,2,[],[],[],0.0,0.0,371.0,30.33706642997244
AA23,20250522,17_100_06,0,0,3,3,[],[],[],0.0,0.0,411.0,31.61735451982633
AA23,20250524,17_100_06,1,0,4,2,[62.0],[80.0],[175508.63406446786],175508.63406446786,0.1428571428571428,408.0,30.89532493335749
AA23,20250526,17_100_06,0,0,3,1,[],[],[],0.0,0.0,413.0,28.36201049700492
AA23,20250528,17_100_06,0,2,2,4,[],[],[],0.0,0.0,776.0,47.39123481422185
AA23,20250601,17_100_06,0,0,1,10,[],[],[],0.0,0.0,793.0,39.38982212261274
AA23,20250607,17_100_06,0,1,2,17,[],[],[],0.0,0.0,906.0,49.91568922362918
AA23,20250609,17_100_06,0,0,6,11,[],[],[],0.0,0.0,819.0,41.23756669499225
AA23,20250615,17_100_06,0,0,5,2,[],[],[],0.0,0.0,807.0,43.57089970990919
AA23,20250618,17_100_06,0,0,7,7,[],[],[],0.0,0.0,798.0,50.311793965981394
AA23,20250620,17_100_06,0,0,5,14,[],[],[],0.0,0.0,749.0,66.63467522207097
AA23,20250625,17_100_06,0,0,8,26,[],[],[],0.0,0.0,788.0,63.20826473778975
AA25,20250506,17_100_06,0,0,1,4,[],[],[],0.0,0.0,231.0,50.81719195454589
AA25,20250516,17_100_06,0,0,1,6,[],[],[],0.0,0.0,366.0,38.70215287750986
AA25,20250518,17_100_06,0,0,3,8,[],[],[],0.0,0.0,381.0,37.64080527915844
AA25,20250520,17_100_06,0,0,3,4,[],[],[],0.0,0.0,375.0,36.52092969500289
AA25,20250522,17_100_06,0,0,8,7,[],[],[],0.0,0.0,374.0,39.388557122864746
AA25,20250524,17_100_06,0,0,10,8,[],[],[],0.0,0.0,430.0,38.632901306993006
AA25,20250526,17_100_06,0,0,9,13,[],[],[],0.0,0.0,501.0,36.373178749262166
AA25,20250528,17_100_06,0,0,12,8,[],[],[],0.0,0.0,864.0,59.344753431548185
AA25,20250601,17_100_06,0,0,14,10,[],[],[],0.0,0.0,751.0,66.68367276739927
AA25,20250607,17_100_06,4,0,9,3,"[83.0, 59.0, 56.0, 70.0]","[58.0, 58.0, 68.0, 61.0]","[228039.08963341216, 115227.76469936242, 121705.46695167676, 170589.00468870136]",635561.3259731526,0.25,710.0,61.18724263378911
AA25,20250609,17_100_06,3,3,7,5,"[62.0, 57.0, 71.0]","[64.0, 70.0, 61.0]","[140406.90725157427, 129799.45579241, 175497.79033382522]",445704.1533778095,0.1666666666666666,599.0,66.82247671128265
AA25,20250615,17_100_06,0,0,4,6,[],[],[],0.0,0.0,679.0,80.27768461253021
AA25,20250618,17_100_06,0,0,4,4,[],[],[],0.0,0.0,825.0,75.38427625466247
AA25,20250620,17_100_06,0,0,3,6,[],[],[],0.0,0.0,847.0,85.39123522685603
AA25,20250625,17_100_06,2,0,4,6,"[54.0, 76.0]","[61.0, 70.0]","[101517.86483107209, 230754.58807539556]",332272.45290646766,0.1666666666666666,624.0,99.66100252372844
AA27,20250506,17_100_06,0,0,0,6,[],[],[],0.0,0.0,186.0,37.94943946382416
AA27,20250516,17_100_06,0,0,0,7,[],[],[],0.0,0.0,362.0,39.58296366719328
AA27,20250518,17_100_06,0,0,1,1,[],[],[],0.0,0.0,385.0,41.966373544924245
AA27,20250520,17_100_06,0,0,3,4,[],[],[],0.0,0.0,427.0,35.81446379506038
AA27,20250522,17_100_06,0,0,3,4,[],[],[],0.0,0.0,461.0,34.52578818226168
AA27,20250524,17_100_06,0,0,3,2,[],[],[],0.0,0.0,474.0,35.87299530140879
AA27,20250526,17_100_06,0,0,5,4,[],[],[],0.0,0.0,442.0,33.50987424942185
AA27,20250528,17_100_06,0,0,5,5,[],[],[],0.0,0.0,831.0,53.38219259575033
AA27,20250601,17_100_06,0,2,10,2,[],[],[],0.0,0.0,769.0,52.89981593041577
AA27,20250607,17_100_06,5,1,4,6,"[49.0, 80.0, 69.49678039550781, 58.05925369262695, 55.0]","[65.0, 65.0, 97.29548645019531, 72.09471130371094, 56.0]","[89069.83277598588, 237420.62880729267, 268192.84336133726, 138698.39175623792, 96680.4195191235]",830062.1162199771,0.3125,763.0,67.07789844020627
AA27,20250609,17_100_06,5,0,3,5,"[82.0, 68.0, 96.0, 58.0, 63.0]","[70.0, 49.0, 68.0, 65.0, 59.0]","[268627.74415148195, 129312.05863615658, 357665.04573553987, 124794.2180168332, 133646.69727988588]",1014045.7638198974,0.3846153846153846,763.0,73.20418209700335
AA27,20250615,17_100_06,0,0,2,5,[],[],[],0.0,0.0,764.0,63.870023070294586
AA27,20250618,17_100_06,0,0,5,4,[],[],[],0.0,0.0,779.0,53.99551465289518
AA27,20250620,17_100_06,0,2,5,4,[],[],[],0.0,0.0,713.0,77.86216530053076
AA27,20250625,17_100_06,0,5,11,6,[],[],[],0.0,0.0,879.0,72.26638957932207
AA29,20250506,Florice,0,0,6,9,[],[],[],0.0,0.0,338.0,38.84342867593548
AA29,20250516,Florice,1,1,5,2,[77.0],[59.0],[199645.06630699002],199645.06630699,0.1111111111111111,317.0,36.88188086468611
AA29,20250518,Florice,2,0,4,3,"[67.0, 59.0]","[40.0, 73.0]","[102478.96179960929, 145028.04867333546]",247507.0104729448,0.2222222222222222,283.0,37.45128517159351
AA29,20250520,Florice,0,0,3,5,[],[],[],0.0,0.0,304.0,29.57111289244014
AA29,20250522,Florice,0,0,7,2,[],[],[],0.0,0.0,349.0,28.04048340946603
AA29,20250524,Florice,0,1,8,2,[],[],[],0.0,0.0,315.0,31.06592779044093
AA29,20250526,Florice,0,0,4,1,[],[],[],0.0,0.0,231.0,29.189178047403352
AA29,20250528,Florice,0,0,3,0,[],[],[],0.0,0.0,728.0,40.9172118720265
AA29,20250601,Florice,1,1,1,4,[73.0],[94.0],[285889.82188923523],285889.82188923523,0.1428571428571428,746.0,41.91203818473005
AA29,20250607,Florice,0,0,4,2,[],[],[],0.0,0.0,734.0,38.55294917533661
AA29,20250609,Florice,0,0,5,5,[],[],[],0.0,0.0,740.0,39.32289193764041
AA29,20250615,Florice,0,0,7,0,[],[],[],0.0,0.0,708.0,56.776951516086825
AA29,20250618,Florice,1,1,7,3,[51.0],[64.0],[95004.77777350279],95004.7777735028,0.0833333333333333,708.0,44.2884505477668
AA29,20250620,Florice,1,1,8,8,[68.0],[55.0],[145146.18826507372],145146.18826507372,0.0555555555555555,701.0,44.86208190914034
AA29,20250625,Florice,0,0,0,0,[],[],[],0.0,,-315.0,241.1421503186116
AA3,20250506,Sonsation,0,0,1,5,[],[],[],0.0,0.0,362.0,55.518274642671344
AA3,20250516,Sonsation,0,0,7,6,[],[],[],0.0,0.0,513.0,44.590175626551
AA3,20250518,Sonsation,0,0,8,7,[],[],[],0.0,0.0,12.0,49.92023632995653
AA3,20250520,Sonsation,1,0,7,5,[31.511499404907227],[85.1857681274414],[48275.89136088498],48275.89136088498,0.0769230769230769,111.0,48.43782044230292
AA3,20250522,Sonsation,0,0,8,2,[],[],[],0.0,0.0,314.0,54.49089216113063
AA3,20250524,Sonsation,0,0,6,3,[],[],[],0.0,0.0,308.0,70.66517966931912
AA3,20250526,Sonsation,0,0,13,2,[],[],[],0.0,0.0,283.0,52.64111412431182
AA3,20250528,Sonsation,3,1,14,4,"[76.0, 61.0, 52.94815444946289]","[68.0, 59.0, 62.338531494140625]","[224161.59984466998, 125295.88323972168, 99743.21019612504]",449200.6932805167,0.1363636363636363,691.0,89.81996301232073
AA3,20250601,Sonsation,0,2,20,5,[],[],[],0.0,0.0,835.0,69.65396433080929
AA3,20250607,Sonsation,0,1,12,0,[],[],[],0.0,0.0,817.0,79.21792626800155
AA3,20250609,Sonsation,0,1,13,0,[],[],[],0.0,0.0,679.0,78.30049557771613
AA3,20250611,Sonsation,0,5,9,0,[],[],[],0.0,0.0,658.0,97.33137574490108
AA3,20250615,Sonsation,0,0,0,0,[],[],[],0.0,,794.0,71.35870390249897
AA3,20250617,Sonsation,0,0,0,0,[],[],[],0.0,,852.0,74.91854455208279
AA3,20250619,Sonsation,0,0,0,0,[],[],[],0.0,,787.0,87.90343911892333
AA3,20250625,Sonsation,0,0,0,0,[],[],[],0.0,,860.0,88.96972062134495
AA31,20250506,Florice,0,0,0,6,[],[],[],0.0,0.0,150.0,37.8232183046769
AA31,20250516,Florice,0,0,4,4,[],[],[],0.0,0.0,264.0,39.70378387843888
AA31,20250518,Florice,0,0,5,5,[],[],[],0.0,0.0,284.0,33.427050945670466
AA31,20250520,Florice,0,0,7,2,[],[],[],0.0,0.0,241.0,33.23803293345147
AA31,20250522,Florice,0,0,11,1,[],[],[],0.0,0.0,248.0,34.353760497666215
AA31,20250524,Florice,0,0,14,3,[],[],[],0.0,0.0,199.0,32.90364039249061
AA31,20250526,Florice,0,1,13,5,[],[],[],0.0,0.0,240.0,30.89597867625088
AA31,20250528,Florice,0,0,16,6,[],[],[],0.0,0.0,572.0,48.01637071192529
AA31,20250601,Florice,1,1,5,3,[46.0],[65.0],[78497.19539941112],78497.19539941112,0.1,569.0,47.2627189614431
AA31,20250607,Florice,2,0,7,2,"[73.0, 58.0]","[49.0, 65.0]","[149027.6731124737, 124794.2180168332]",273821.8911293069,0.1818181818181818,595.0,46.072215611460464
AA31,20250609,Florice,2,1,8,2,"[65.0, 88.0]","[48.0, 61.0]","[115742.55654355517, 269600.25557332725]",385342.8121168824,0.1538461538461538,573.0,59.0156241318596
AA31,20250615,Florice,0,0,10,2,[],[],[],0.0,0.0,545.0,46.284263939133496
AA31,20250618,Florice,0,0,13,2,[],[],[],0.0,0.0,438.0,57.65529447231235
AA31,20250620,Florice,0,0,6,1,[],[],[],0.0,0.0,538.0,55.05227456593281
AA31,20250625,Florice,1,1,6,2,[68.0],[49.0],[129312.05863615658],129312.05863615658,0.1,578.0,57.36404759052369
AA33,20250506,Hademar,0,0,3,4,[],[],[],0.0,0.0,374.0,38.70321117377749
AA33,20250516,Hademar,0,0,16,3,[],[],[],0.0,0.0,216.0,32.20311121120835
AA33,20250518,Hademar,0,1,9,4,[],[],[],0.0,0.0,246.0,31.42142311898975
AA33,20250520,Hademar,0,0,4,2,[],[],[],0.0,0.0,233.0,29.73400876137885
AA33,20250522,Hademar,0,0,7,2,[],[],[],0.0,0.0,223.0,32.277276173482605
AA33,20250524,Hademar,0,0,5,4,[],[],[],0.0,0.0,244.0,34.95198641154783
AA33,20250526,Hademar,0,1,0,4,[],[],[],0.0,0.0,265.0,28.71061060647192
AA33,20250528,Hademar,1,0,1,3,[80.0],[67.0],[244725.87892444013],244725.87892444013,0.2,659.0,36.53341647105015
AA33,20250601,Hademar,0,0,2,7,[],[],[],0.0,0.0,629.0,41.15722088567781
AA33,20250607,Hademar,0,1,7,6,[],[],[],0.0,0.0,698.0,44.56158036424633
AA33,20250609,Hademar,2,0,7,5,"[91.0, 85.0]","[80.0, 73.0]","[378092.3513756135, 301013.4017997267]",679105.7531753401,0.1428571428571428,677.0,38.48338797198062
AA33,20250615,Hademar,0,0,6,8,[],[],[],0.0,0.0,797.0,52.86021502195321
AA33,20250618,Hademar,2,1,7,16,"[108.0, 85.0]","[90.0, 77.0]","[599121.8252325564, 317507.2868298488]",916629.1120624052,0.0769230769230769,908.0,44.01820540240892
AA33,20250620,Hademar,2,0,1,13,"[114.0, 83.0]","[93.0, 87.0]","[689791.3936396646, 342058.63445011823]",1031850.0280897828,0.125,959.0,42.55110896492598
AA33,20250625,Hademar,1,0,11,18,[96.0],[120.0],[631173.610121541],631173.610121541,0.0333333333333333,1004.0,43.72277850793861
AA35,20250506,Hademar,0,0,0,1,[],[],[],0.0,0.0,151.0,38.43757977248326
AA35,20250516,Hademar,0,0,1,8,[],[],[],0.0,0.0,356.0,31.784305727650825
AA35,20250518,Hademar,0,0,2,7,[],[],[],0.0,0.0,358.0,37.05766720476136
AA35,20250520,Hademar,0,0,0,12,[],[],[],0.0,0.0,432.0,33.16657207872451
AA35,20250522,Hademar,0,0,6,9,[],[],[],0.0,0.0,438.0,31.43753108364744
AA35,20250524,Hademar,0,0,3,7,[],[],[],0.0,0.0,444.0,32.12325694378156
AA35,20250526,Hademar,0,0,9,6,[],[],[],0.0,0.0,442.0,32.30690639379015
AA35,20250528,Hademar,0,0,12,7,[],[],[],0.0,0.0,770.0,47.53600095046176
AA35,20250601,Hademar,0,0,15,2,[],[],[],0.0,0.0,741.0,40.38263135696916
AA35,20250607,Hademar,2,0,18,0,"[77.0, 65.0]","[80.0, 58.0]","[270705.1746535458, 139855.58915679582]",410560.7638103416,0.1,928.0,42.46724200735579
AA35,20250609,Hademar,2,1,18,2,"[58.0, 85.0]","[57.0, 80.0]","[109434.92964553065, 329877.7006024402]",439312.63024797087,0.0869565217391304,720.0,40.30265759390906
AA35,20250615,Hademar,0,0,5,7,[],[],[],0.0,0.0,799.0,34.4952952135817
AA35,20250618,Hademar,1,0,3,7,[83.32371520996094],[66.26258087158203],[262561.30320131587],262561.30320131587,0.0909090909090909,859.0,34.83333886738283
AA35,20250620,Hademar,1,0,4,12,[80.0],[68.0],[248378.5039830138],248378.5039830138,0.0588235294117647,835.0,34.09400661751764
AA35,20250625,Hademar,1,0,5,21,[74.0],[71.0],[221894.68941769266],221894.68941769263,0.037037037037037,1025.0,35.04789269412165
AA5,20250506,Sonsation,0,0,4,1,[],[],[],0.0,0.0,331.0,51.752236025238986
AA5,20250516,Sonsation,0,0,10,4,[],[],[],0.0,0.0,407.0,42.73501099978978
AA5,20250518,Sonsation,0,0,6,3,[],[],[],0.0,0.0,356.0,43.07305453592748
AA5,20250520,Sonsation,0,0,6,2,[],[],[],0.0,0.0,323.0,46.15358045614894
AA5,20250522,Sonsation,0,0,6,2,[],[],[],0.0,0.0,409.0,42.828763226698506
AA5,20250524,Sonsation,0,0,9,3,[],[],[],0.0,0.0,425.0,40.12526246427727
AA5,20250526,Sonsation,0,0,10,3,[],[],[],0.0,0.0,253.0,36.537187921056095
AA5,20250528,Sonsation,0,0,13,0,[],[],[],0.0,0.0,758.0,73.21515257900748
AA5,20250601,Sonsation,0,1,12,1,[],[],[],0.0,0.0,807.0,53.74575041647262
AA5,20250607,Sonsation,0,1,2,0,[],[],[],0.0,0.0,834.0,73.20627154919433
AA5,20250609,Sonsation,0,2,2,0,[],[],[],0.0,0.0,797.0,97.95988083168544
AA5,20250611,Sonsation,0,0,4,0,[],[],[],0.0,0.0,856.0,92.4853209010997
AA5,20250615,Sonsation,0,0,3,0,[],[],[],0.0,0.0,893.0,88.90265036310211
AA5,20250617,Sonsation,0,0,3,0,[],[],[],0.0,0.0,951.0,82.17638958070714
AA5,20250619,Sonsation,0,0,2,0,[],[],[],0.0,0.0,882.0,57.85432648388933
AA5,20250625,Sonsation,0,0,0,0,[],[],[],0.0,,792.0,59.26177565391218
AA7,20250506,Sonsation,0,0,0,0,[],[],[],0.0,,110.0,51.87772170777261
AA7,20250516,Sonsation,0,0,2,4,[],[],[],0.0,0.0,272.0,44.8106955819658
AA7,20250518,Sonsation,0,0,2,4,[],[],[],0.0,0.0,333.0,41.41725982996063
AA7,20250520,Sonsation,0,0,4,3,[],[],[],0.0,0.0,357.0,39.83608003352009
AA7,20250522,Sonsation,0,0,7,6,[],[],[],0.0,0.0,384.0,47.40785009003284
AA7,20250524,Sonsation,0,0,8,4,[],[],[],0.0,0.0,398.0,40.40334607785013
AA7,20250526,Sonsation,0,0,8,2,[],[],[],0.0,0.0,485.0,37.32687510478513
AA7,20250528,Sonsation,0,0,9,7,[],[],[],0.0,0.0,860.0,65.80964411789552
AA7,20250601,Sonsation,0,0,9,10,[],[],[],0.0,0.0,780.0,53.25171067387906
AA7,20250607,Sonsation,1,0,15,3,[96.99998474121094],[76.99998474121094],[413484.36399848823],413484.3639984882,0.0526315789473684,865.0,69.90585321414451
AA7,20250609,Sonsation,1,0,14,3,[91.0],[71.0],[335556.961845857],335556.961845857,0.0555555555555555,871.0,68.4544931188077
AA7,20250611,Sonsation,0,1,12,1,[],[],[],0.0,0.0,873.0,94.64293083219098
AA7,20250615,Sonsation,0,0,5,0,[],[],[],0.0,0.0,861.0,69.81179704067559
AA7,20250617,Sonsation,0,0,6,0,[],[],[],0.0,0.0,831.0,91.82686276686138
AA7,20250618,Sonsation,0,0,4,0,[],[],[],0.0,0.0,835.0,90.52391034484862
AA7,20250620,Sonsation,0,0,2,0,[],[],[],0.0,0.0,753.0,76.40633254709283
AA7,20250625,Sonsation,2,0,0,0,"[50.52062225341797, 96.0]","[54.936622619628906, 86.0]","[80024.77445626353, 452341.0872537711]",532365.8617100347,1.0,777.0,96.6208311233534
AA9,20250506,Falco,0,0,7,3,[],[],[],0.0,0.0,237.0,32.841634920489774
AA9,20250516,Falco,0,0,9,2,[],[],[],0.0,0.0,278.0,30.169708267991982
AA9,20250518,Falco,1,0,12,1,[82.0],[39.0],[149664.0288843971],149664.0288843971,0.0714285714285714,255.0,29.98836116113768
AA9,20250520,Falco,0,0,9,1,[],[],[],0.0,0.0,377.0,26.338943770935064
AA9,20250522,Falco,0,0,12,0,[],[],[],0.0,0.0,434.0,33.80642308207002
AA9,20250524,Falco,0,0,10,0,[],[],[],0.0,0.0,394.0,31.958334158929603
AA9,20250526,Falco,0,0,11,1,[],[],[],0.0,0.0,65.0,29.31907653576949
AA9,20250528,Falco,0,0,9,0,[],[],[],0.0,0.0,799.0,37.57393448258131
AA9,20250601,Falco,1,1,5,1,[91.0],[55.0],[259938.4915707343],259938.4915707343,0.125,794.0,35.9344485800765
AA9,20250607,Falco,1,0,1,0,[74.0],[77.0],[240646.3533121456],240646.3533121456,0.5,909.0,40.86626597682663
